record_id,estudio,idioma,fuente_del_idioma,version_inglesa,veredicto,pmid,revista,titulo
Rd722f8e7bc,107,eng,ficha de registro de ensayo: el registro publica en ingles,,elegible,,,Bacteriophage Therapy in First Time Chronic Prosthetic Joint Infections
R3841f327ba,108,eng,Europe PMC (campo language),,elegible,38834776,Nature microbiology,"Personalized bacteriophage therapy outcomes for 100 consecutive cases: a multicentre, multinational, retrospective obser"
R39bc0a2a80,108,eng,ficha de registro de ensayo: el registro publica en ingles,,elegible,,,Bacteriophage Therapy of Difficult-to-treat Infections
R56db7c3999,109,rus,exportacion de Scopus (brazo A) (campo de idioma),,excluir,,Russian Journal of Anesthesiology and Reanimatology /Anesteziologiya i Reanimatologiya,Prevention of nosocomial pneumonia recurrence using a bacteriophage cocktail in intensive care unit
Rf9e8793e57,110,eng,Europe PMC (campo language),,elegible,38066373,"Methods in molecular biology (Clifton, N.J.)",Successful Use of Phage and Antibiotics Therapy for the Eradication of Two Bacterial Pathogens from the Respiratory Trac
R413debb856,111,eng,Cochrane CENTRAL indexa titulo y resumen en ingles,,elegible,,https://clinicaltrials.gov/study/NCT07202234,Bacteriophage Cocktail Therapy for Multidrug-Resistant Gram-Negative Ventilator-Associated Pneumonia
Red9286ca0b,111,eng,ficha de registro de ensayo: el registro publica en ingles,,elegible,,,Bacteriophage Cocktail Therapy for Multidrug-Resistant Gram-Negative Ventilator-Associated Pneumonia
R0765f3e9d9,112,eng,ficha de registro de ensayo: el registro publica en ingles,,elegible,,,Safety of Combined Intravenous Antibiotic and Bacteriophage Therapy in Adults With Cystic Fibrosis and Antibiotic-Resist
R478cf184a3,113,eng,Cochrane CENTRAL indexa titulo y resumen en ingles,,elegible,,https://clinicaltrials.gov/study/NCT07619924,Randomized Controlled Study on the Safety and Efficacy of Phage Cocktail in the Treatment of Multidrug-Resistant Bacteri
Rdff19cdd5b,113,eng,ficha de registro de ensayo: el registro publica en ingles,,elegible,,,Randomized Controlled Study on the Safety and Efficacy of Phage Cocktail in the Treatment of Multidrug-Resistant Bacteri
Racba465763,114,eng,ficha de registro de ensayo: el registro publica en ingles,,elegible,,,Personalized Phage Treatment in Covid-19 Patients With Bacterial Co-Infections Microbials for Pneumonia or Bacteremia/Se
R0bfe86965a,115,eng,Europe PMC (campo language),,elegible,27643529,Future microbiology,Antiphage activity of sera during phage therapy in relation to its outcome.
Rb9ec93cff9,116,eng,Europe PMC (campo language),,elegible,30884879,Viruses,Processing Phage Therapy Requests in a Brussels Military Hospital: Lessons Identified.
Ra48f1861e9,117,eng,Europe PMC (campo language),,elegible,33126265,Folia microbiologica,Anti-phage serum antibody responses and the outcome of phage therapy.
R7fbc1e408c,118,eng,Europe PMC (campo language),,elegible,32949500,The Lancet. Infectious diseases,Intravesical bacteriophages for treating urinary tract infections in patients undergoing transurethral resection of the 
Ra4d543e854,118,eng,Europe PMC (campo language),,elegible,28950849,BMC urology,Bacteriophages for treating urinary tract infections in patients undergoing transurethral resection of the prostate: a r
R899d693366,118,eng,ficha de registro de ensayo: el registro publica en ingles,,elegible,,,Bacteriophages for Treating Urinary Tract Infections in Patients Undergoing Transurethral Resection of the Prostate
Ra399cc97d7,118,eng,Cochrane CENTRAL indexa titulo y resumen en ingles,,elegible,,https://clinicaltrials.gov/show/NCT03140085,Bacteriophages for Treating Urinary Tract Infections in Patients Undergoing Transurethral Resection of the Prostate
R326c83d964,118,eng,Cochrane CENTRAL indexa titulo y resumen en ingles,,elegible,,"European urology, supplements",Intravesical bacteriophages for treating urinary tract infections in patients undergoing transurethral resection of the 
R910cda929d,119,eng,Cochrane CENTRAL indexa titulo y resumen en ingles,,elegible,,https://trialsearch.who.int/Trial2.aspx?TrialID=IRCT20111224008507N6,Phage therapy for prevention of secondary bacterial pneumonia in COVID-19
R25ca0976a4,120,rus,exportacion de Scopus (brazo B) (campo de idioma),,excluir,,Meditsinskiy Sovet,Possibilities of inhalation bacteriophage therapy in treatment of children with acute tonsillitis
R82609ed7d3,121,eng,Europe PMC (campo language),,elegible,,Antibiotics,Do Anti-Phage Antibodies Persist after Phage Therapy? A Preliminary Report
R2da73d7257,122,eng,Europe PMC (campo language),,elegible,36600337,BMJ open,Standardised treatment and monitoring protocol to assess safety and tolerability of bacteriophage therapy for adult and 
R56334c0408,123,rus,exportacion de Scopus (brazo B) (campo de idioma),publica cada articulo en ruso y en ingles (iimmun.ru),elegible,,Russian Journal of Infection and Immunity,INFLUENCE OF INHALED BACTERIOPHAGE THERAPY ON ORAL MUCOSAL IMMUNITY IN CHILDREN WITH ACUTE TONSILLITIS; [ВЛИЯНИЕ ИНГАЛЯЦ
Ra969af6438,124,eng,Europe PMC (campo language),,elegible,37243293,Viruses,Successful Bacteriophage-Antibiotic Combination Therapy against Multidrug-Resistant Pseudomonas aeruginosa Left Ventricu
Re1167c5f1e,125,rus,Europe PMC (campo language),,excluir,38153893,Vestnik otorinolaringologii,[Phage therapy in overcoming antibiotic resistance in chronic rhinosinusitis].
Ra4e9fbb2ff,126,eng,"exportacion de Scopus (brazo A), emparejado por titulo",,elegible,,International journal of pediatrics and adolescent medicine,Application of bacteriophage therapy in the treatment of children with acute tonsillitis
Rf175166f20,126,eng,exportacion de Scopus (brazo A) (campo de idioma),,elegible,,International Journal of Pediatrics and Adolescent Medicine ,Application of bacteriophage therapy in the treatment of children with acute tonsillitis
Rf5e604c65a,127,rus,exportacion de Scopus (brazo B) (campo de idioma),,excluir,,Reproductive Health Eastern Europe,Bacteriophage Therapy for Vaginal Infections Pregnancy as a Way of its Favorable Outcome
R495e188248,128,dan,Europe PMC (campo language),,excluir,38305316,Ugeskrift for laeger,Bacteriophages for the treatment of pseudomonas-infected vascular prosthesis; [Bakteriofager til behandling af pseudomon
Re6bdbee7be,129,eng,Europe PMC (campo language),,elegible,,Antibiotics,Phage Therapy for Orthopaedic Infections: The First Three Cases from the United Kingdom
Rcfc3dae56a,130,eng,Europe PMC (campo language),,elegible,41331246,Nature communications,Prolonged disease remission of the chronic immunological skin disorder hidradenitis suppurativa with adjunctive bacterio
R8b119ef966,131,eng,Europe PMC (campo language),,elegible,40930191,International journal of antimicrobial agents,Results of TOR001: An open-label single patient study using targeted bacteriophage therapy for the treatment of a chroni
Rc63b7d8aac,132,eng,Europe PMC (campo language),,elegible,,Indian Journal of Critical Care Medicine,Evaluation of the Potential Efficacy of Bacteriophage Therapy for the Management of Pressure Ulcers and Its Comparison t
R9504ca6b8e,132,eng,Europe PMC (campo language),,elegible,42146989,Indian journal of critical care medicine,Evaluation of the Potential Efficacy of Bacteriophage Therapy for the Management of Pressure Ulcers and Its Comparison t
Raa2e529a17,133,eng,Cochrane CENTRAL indexa titulo y resumen en ingles,,elegible,,"European urology, supplements",Phage therapy for the treatment for urinary tract infection: results of in-vitro screenings and in-vivo application usin
Reba6a0e48c,134,eng,Europe PMC (campo language),,elegible,30131795,Frontiers in microbiology,Adapted Bacteriophages for Treating Urinary Tract Infections.
R35097ad062,134,eng,"exportacion de Scopus (brazo A), emparejado por titulo",,elegible,,"European urology, supplements",Adapted bacteriophages for treating urinary tract infections
Rf76e86bc31,135,eng,Europe PMC (campo language),,elegible,,Frontiers in Medicine,The Potential Innovative Use of Bacteriophages Within the DAC® Hydrogel to Treat Patients With Knee Megaprosthesis Infec
R286533ffbf,136,rus,Europe PMC (campo language),,excluir,40899889,Vestnik otorinolaringologii,[Clinical efficiency of polyvalent piobacteriophage in the complex treatment of nosocomial sinusitis].
Rfef2fe2708,137,eng,Cochrane CENTRAL indexa titulo y resumen en ingles,,elegible,,https://clinicaltrials.gov/study/NCT07698002,"""Debridement PhagE AnTibiotics for PJI"""
R80ac05ea69,137,eng,ficha de registro de ensayo: el registro publica en ingles,,elegible,,,"""Debridement PhagE AnTibiotics for PJI"""
R0afae6295c,138,eng,ficha de registro de ensayo: el registro publica en ingles,,elegible,,,PHRC-N/2015/AS-01 - Comparison of the efficacy of standard treatment associated with phage therapy versus standard treat
R410523c1f9,139,rus,exportacion de Scopus (brazo B) (campo de idioma),,excluir,,Russian Bulletin of Obstetrician-Gynecologist,Hemodynamic aspects of combination treatment using medical ozone and bacteriophages in patients with chronic endometriti
R36411565f8,140,eng,Europe PMC (campo language),,elegible,30661974,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Novel bacteriophage therapy for treatment of left ventricular assist device infection.
R09d4ba6319,141,eng,ficha de registro de ensayo: el registro publica en ingles,,elegible,,,Bacteriophage Therapy in Tonsillitis
Rcb6a2ca7d4,142,jpn,"exportacion de Scopus (brazo B), emparejado por titulo",,excluir,,Japanese Journal of Clinical Ophthalmology,Bacteriophage therapy for bacterial endophthalmitis
R45e6601a0b,143,eng,Cochrane CENTRAL indexa titulo y resumen en ingles,,elegible,,https://trialsearch.who.int/Trial2.aspx?TrialID=CTRI/2021/12/038527,Chronic non healing ulcer and bacteriophage therapy
R7c489f3ecc,144,rus,exportacion de Scopus (brazo B) (campo de idioma),,excluir,,Gynecology,Results of a clinical study of the drug efficacy and safety for intravesical administration based on bacteriophages in t
Ra049b227ae,145,rus,exportacion de Scopus (brazo B) (campo de idioma),,excluir,,Novosti Khirurgii,Vacuum Therapy in the Treatment of a Patient with Chronic Periprosthetic Infection after Total Hip Arthroplasty
R3405f1429d,146,eng,Europe PMC (campo language),,elegible,37279523,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,"A Retrospective, Observational Study of 12 Cases of Expanded-Access Customized Phage Therapy: Production, Characteristic"
R4d6d6ce617,147,rus,Europe PMC (campo language),Khirurgiya. Zhurnal im. N.I. Pirogova: version inglesa integra en mediasphera.ru,elegible,38088850,Pirogov Russian Journal of Surgery,Complex surgical treatment of recurrent post-injection abscess in a patient with systemic autoimmune disease; [Комплексн
R221c13dfc7,148,eng,ficha de registro de ensayo: el registro publica en ingles,,elegible,,,Phage Therapy for the Treatment of Urinary Tract Infection
R717df5fd85,149,eng,Cochrane CENTRAL indexa titulo y resumen en ingles,,elegible,,https://trialsearch.who.int/Trial2.aspx?TrialID=ChiCTR2400094545,Study to phages for prevention and treatment of difficult-to-treat resistant Pseudomonas aeruginosa infection
Rea9d786d26,150,eng,ficha de registro de ensayo: el registro publica en ingles,,elegible,,,Use of Phage Therapy for Treatment of a Periprosthetic Joint Infection
R5d4320919d,151,rus,Europe PMC (campo language),,excluir,38655779,"Urologiia (Moscow, Russia : 1999)","[Experience with the use of bacteriophages in patients with neurogenic lower urinary tract dysfunction, complicated by r"
R157654d30f,152,eng,Europe PMC (campo language),,elegible,,Antibiotics,The Appearance of Antiphage Antibodies in Sera of Patients Treated with Phages
Rbb08a249dc,153,eng,ficha de registro de ensayo: el registro publica en ingles,,elegible,,,"Evaluation of Safety and Efficacy of Phage Therapy for Drug-resistant Bacterial Infections: An Exploratory, Prospective "
Re9525331c5,154,eng,Cochrane CENTRAL indexa titulo y resumen en ingles,,elegible,,https://clinicaltrials.gov/ct2/show/NCT06370598,Phase 1/2a to Assess the Safety and Tolerability of TP-122A for the Treatment of Ventilator-Associated Pneumonia
R6ce58a44af,154,eng,ficha de registro de ensayo: el registro publica en ingles,,elegible,,,Phase 1/2a to Assess the Safety and Tolerability of TP-122A for the Treatment of Ventilator-Associated Pneumonia
Rab18b3d474,155,eng,Cochrane CENTRAL indexa titulo y resumen en ingles,,elegible,,https://trialsearch.who.int/Trial2.aspx?TrialID=ChiCTR2500099778,Efficacy and safety of bacteriophage in treating severe drug-resistant lower respiratory tract infections in children: a
Rbc25e976cb,156,eng,Cochrane CENTRAL indexa titulo y resumen en ingles,,elegible,,https://trialsearch.who.int/Trial2.aspx?TrialID=CTIS2024-519856-94-00,"Phase 2b Randomized, Double-Blind Study with Phage for CF Subjects with Pseudomonas Lung Infection"
R18831247ea,157,eng,Europe PMC (campo language),,elegible,38233034,The international journal of lower extremity wounds,"A Randomized, Placebo-controlled, Double-blind Clinical Trial of Bacteriophage Cocktails in Chronic Wound Infections."
R1517c6529b,158,eng,ficha de registro de ensayo: el registro publica en ingles,,elegible,,,Bacteriophage Effects on Pseudomonas Aeruginosa
R4ad09fd8ae,159,eng,Europe PMC (campo language),,elegible,,Antibiotics,Bacteriophage-Enriched Galenic for Intrapericardial Ventricular Assist Device Infection
R91b5b8d9ef,160,eng,Cochrane CENTRAL indexa titulo y resumen en ingles,,elegible,,https://trialsearch.who.int/Trial2.aspx?TrialID=ChiCTR2600125813,A Randomized Controlled Trial on the Safety and Efficacy of Phage Cocktail Therapy for Multidrug-Resistant Bacterial Ski
R71d2c2521c,161,eng,ficha de registro de ensayo: el registro publica en ingles,,elegible,,,MP101 in Adults With Acute Pseudomonas Aeruginosa Pneumonia
R509b5448ca,162,eng,Cochrane CENTRAL indexa titulo y resumen en ingles,,elegible,,https://trialsearch.who.int/Trial2.aspx?TrialID=KCT0011717,Phase 1 Study of MP101 in Adults With Acute Pseudomonas aeruginosa Pneumonia
Rb798d1142b,163,rus,exportacion de Scopus (brazo B) (campo de idioma),,excluir,,Voprosy Prakticheskoi Pediatrii,The use of bacteriophages in therapy of ENT organs in children
R3ec3a782bb,164,eng,Europe PMC (campo language),,elegible,31548497,Viruses,Bacteriophage Application for Difficult-to-treat Musculoskeletal Infections: Development of a Standardized Multidiscipli
R9b7fc7c6a6,165,eng,Europe PMC (campo language),,elegible,31752578,The international journal of lower extremity wounds,Use of Customized Bacteriophages in the Treatment of Chronic Nonhealing Wounds: A Prospective Study.
R7a9234f40b,166,rus,exportacion de Scopus (brazo B) (campo de idioma),,excluir,,Akusherstvo i Ginekologiya (Russian Federation),THE CURRENT STATE OF THE PROBLEM AND A CLINICAL OBSERVATION OF THERAPY FOR OBSTETRIC SEPSIS CAUSED BY ESKAPE PATHOGENS
Re6084b7743,167,eng,Europe PMC (campo language),,elegible,34985344,The international journal of lower extremity wounds,Biological Therapy on Infected Traumatic Wounds: A Case-Control Study.
R4bdcc905f1,168,rus,exportacion de Scopus (brazo B) (campo de idioma),,excluir,,Reproductive Health Eastern Europe,Combination Therapy for Inflammatory Diseases of the Uterine Appendages as an Alternative to Standard Treatment Regimens
Rd7ea09ed5c,169,eng,Europe PMC (campo language),,elegible,39074617,Virus research,Safety and tolerability of bronchoscopic and nebulised administration of bacteriophage.
Rc513775cd3,170,eng,exportacion de Scopus (brazo B) (campo de idioma),,elegible,,Annals of Vascular Surgery - Brief Reports and Innovations,Thoracic endovascular aneurysm repair of a ruptured zone 0 mycotic thoracic aortic aneurysm
Rb65634196d,171,eng,Cochrane CENTRAL indexa titulo y resumen en ingles,,elegible,,https://clinicaltrials.gov/study/NCT07612605,Yiqi Huoxue Jiedu Formula Combined With Bacteriophages in the Treatment of Severe Pneumonia
R7312fa024a,171,eng,ficha de registro de ensayo: el registro publica en ingles,,elegible,,,Yiqi Huoxue Jiedu Formula Combined With Bacteriophages in the Treatment of Severe Pneumonia
R21af282137,172,eng,Cochrane CENTRAL indexa titulo y resumen en ingles,,elegible,,https://trialsearch.who.int/Trial2.aspx?TrialID=CTRI/2023/11/059899,Study to assess the Safety and Efficacy of Bacteriophage in the treatment of Diabetic foot infection
R4a198d51c5,173,eng,"exportacion de Scopus (brazo B), emparejado por titulo",,elegible,,Surgical Chronicles,Use of bacteriophages in the treatment of infected wounds in patients who have allergy to antibiotics
R23d5098396,174,rus,Europe PMC (campo language),,excluir,27244910,"Klinichna khirurhiia / Ministerstvo okhorony zdorov'ia Ukraïny, Naukove tovarystvo khirurhiv Ukraïny","[CORRECTION OF ENTERAL INSUFFICIENCY SYNDROME IN PATIENTS, SUFFERING DIFFUSE PERITONITIS]."
R8d9027dea4,175,rus,Europe PMC (campo language),,excluir,31198215,Vestnik otorinolaringologii,[Secondary prevention of chronic tonsillitis exacerbations by bacteriophage medications].
Rb31b2f85d1,176,rus,exportacion de Scopus (brazo B) (campo de idioma),,excluir,,"Obstetrics, Gynecology and Reproduction",Chronic endometritis in patients of reproductive age: Individualized treatment capabilities; [Хронический эндометрит у п
R7238cb8c19,177,eng,Europe PMC (campo language),,elegible,35175218,Otolaryngologia polska = The Polish otolaryngology,"A randomized, double-blind, placebo- -controlled study to investigate the use of bacteriophages in patients with chronic"
R58e4f5ffa4,178,eng,Europe PMC (campo language),,elegible,34159935,"Wiadomosci lekarskie (Warsaw, Poland : 1960)",CLINICAL AND LABORATORY JUSTIFICATION FOR USE OF POLYVALENT BACTERIOPHAGE IN TECHNIQUE OF DELAYED PRESCRIBING OF ANTIBIO
Rebfb8e15d3,179,rus,exportacion de Scopus (brazo B) (campo de idioma),,excluir,,Urologiia,BACTERIOPHAGES IN RECURRENT URINARY TRACT INFECTION IN PATIENTS WITH PAINFUL BLADDER SYNDROME/INTERSTITIAL CYSTITIS. CLI
R7be28addf1,180,rus,exportacion de Scopus (brazo B) (campo de idioma),,excluir,,Annals of Critical Care,Impact of multizonal decontamination of upper respiratory tract on incidence of ventilator-associated pneumonia: multice
Rf2699aa65a,181,eng,Europe PMC (campo language),,elegible,36851713,Viruses,Short-Term Outcomes of Phage-Antibiotic Combination Treatment in Adult Patients with Periprosthetic Hip Joint Infection.
R4360ac52ef,182,eng,ficha de registro de ensayo: el registro publica en ingles,,elegible,,,Phase 1b/2a Randomized Double-blind Study to Investigate Safety Tolerability PK PD Preliminary Efficacy of Oral Administ
R74193f5d47,183,rus,exportacion de Scopus (brazo B) (campo de idioma),,excluir,,Russian Medical Inquiry,Pioneering methods in managing acute respiratory infections with tonsillopharyngitis in pediatric patients prone to recu
R419c6f6d67,184,eng,Europe PMC (campo language),,elegible,,JAAD Case Reports,Severe Darier disease complicated by recurrent multidrug-resistant cutaneous infection
R667ca55ab2,185,eng,Europe PMC (campo language),,elegible,,"Journal of Plastic, Reconstructive and Aesthetic Surgery",The management of sternal mediastinitis in heart and lung transplant patients: An 8-year experience and application of r
R82ba22a1d4,186,eng,ficha de registro de ensayo: el registro publica en ingles,,elegible,,,"Phage4Cure-001 - A three part randomized, double-blind, placebo-controlled, parallel group SAD and MD clinical study to "
Rc6b6f2d004,187,eng,ficha de registro de ensayo: el registro publica en ingles,,elegible,,,"Phage4Cure-001 - A two part, randomized, double-blind, placebo-controlled, parallel group SAD and MD clinical study to e"
R95ed8fa775,188,eng,Cochrane CENTRAL indexa titulo y resumen en ingles,,elegible,,Nephrology dialysis transplantation,Potential treatment method of recurrent urinary tract infection in postmenopausal kidney transplant recipients: the resu
Rc7bed8d4a9,189,rus,exportacion de Scopus (brazo B) (campo de idioma),,excluir,,Pediatriya - Zhurnal im G.N. Speranskogo,EVALUATION OF THE EFFECTIVENESS OF THE USE OF BACTERIOPHAGES IN THE TREATMENT OF ACUTE INTESTINAL INFECTIONS CAUSED BY O
R03a7447506,190,eng,Cochrane CENTRAL indexa titulo y resumen en ingles,,elegible,,https://trialsearch.who.int/Trial2.aspx?TrialID=ChiCTR2600116642,Phage-Antibiotic Combination Therapy for Multidrug-Resistant Infections: a Prospective Study
Rb4a8aeb7e8,191,eng,ficha de registro de ensayo: el registro publica en ingles,,elegible,,,"BMX-04-002 - A Phase 2b, Randomized, Double-Blind, Placebo-Controlled, Multicenter Study to Evaluate Nebulized Bacteriop"
Rb7ef70c6bc,192,eng,ficha de registro de ensayo: el registro publica en ingles,,elegible,,,The Effect of Supraglottic and Oropharyngeal Decontamination on the Incidence of Ventilator-associated Pneumonia
Rf84921307f,192,eng,Cochrane CENTRAL indexa titulo y resumen en ingles,,elegible,,https://clinicaltrials.gov/show/NCT04325685,The Effect of Supraglottic and Oropharyngeal Decontamination on the Incidence of Ventilator-associated Pneumonia
Ra8e407d553,193,rus,exportacion de Scopus (brazo B) (campo de idioma),,excluir,,Russian Bulletin of Obstetrician-Gynecologist,Medical ozone and bacteriophage preparations as an important component in the combination therapy of chronic nonspecific
Rf8681f8b3e,194,rus,exportacion de Scopus (brazo B) (campo de idioma),,excluir,,Russian Journal of Human Reproduction,Clinical efficacy of bacteriophage and laser therapy in the treatment of chronic endometritis
R90d8f8231c,195,rus,exportacion de Scopus (brazo B) (campo de idioma),,excluir,,Akusherstvo i Ginekologiya (Russian Federation),Evaluation of the efficiency and safety of topical application of the bacteriophage-containing gels fagogin and fagoderm
R09627449c5,196,rus,Europe PMC (campo language),,excluir,32597582,Urologiia,PREVENTION OF INFECTIOUS AND INFLAMMATORY COMPLICATIONS AFTER PERCUTANEOUS NEPHROLITHOTOMY
R3f77d618e7,197,rus,exportacion de Scopus (brazo B) (campo de idioma),,excluir,,Gynecology,The experience of using a bacteriophages-based complex antibacterial and analgesic drug in gel formulation in women who 
R61f26d31d3,198,rus,Europe PMC (campo language),,excluir,36562363,Stomatologiia,Experience of using bacteriophages in the complex treatment of children with aphthous stomatitis; [Opyt ispol'zovaniya b
Rb9d3a3c831,199,eng,Europe PMC (campo language),,elegible,,Frontiers in Medicine,Successful use of a phage endolysin for treatment of chronic pelvic pain syndrome/chronic bacterial prostatitis
R13afad8af6,200,rus,exportacion de Scopus (brazo B) (campo de idioma),,excluir,,Reproductive Health Eastern Europe,Bacteriophages as an Alternative Method for Preventing Infectious Complications of Cesarean Section
R4c32396f34,201,eng,Cochrane CENTRAL indexa titulo y resumen en ingles,,elegible,,https://clinicaltrials.gov/ct2/show/NCT06998043,Study With Phage for CF Subjects With Pseudomonas Lung Infection
R0460c7eae8,201,eng,ficha de registro de ensayo: el registro publica en ingles,,elegible,,,Study With Phage for CF Subjects With Pseudomonas Lung Infection
R07e092ec2e,202,eng,Cochrane CENTRAL indexa titulo y resumen en ingles,,elegible,,https://trialsearch.who.int/Trial2.aspx?TrialID=IRCT20250108064318N1,The effect of Bacteriophage on Diabetic foot Ulcers
Rc08e36041c,203,eng,ficha de registro de ensayo: el registro publica en ingles,,elegible,,,"A Prospective, Randomized, Double-Blind Controlled Study of WPP-201 for the Safety and Efficacy of Treatment of Venous L"
R9483d0060a,204,eng,ficha de registro de ensayo: el registro publica en ingles,,elegible,,,Antibacterial Treatment Against Diarrhea in Oral Rehydration Solution
R9e51826497,205,spa,"exportacion de SciELO, emparejado por titulo",,elegible,,Revista Cubana de Angiología y Cirugía Vascular,Beneficios obtenidos con el empleo de bacteriófagos en el tratamiento de infecciones crónicas
R25d5b5f574,206,rus,Europe PMC (campo language),,excluir,31793528,Vestnik otorinolaringologii,[Results of the observational (non-interventional) research 'Analysis of therapeutic efficiency of the polyvalent Piobac
R65b56c8408,207,eng,Europe PMC (campo language),,elegible,31740948,"Europace : European pacing, arrhythmias, and cardiac electrophysiology : journal of the working groups on cardiac pacing, arrhythmias, and cardiac cellular electrophysiology of the European Society of Cardiology",Successful bacteriophage treatment of infection involving cardiac implantable electronic device and aortic graft: a Troj
R48f287c11f,208,eng,Europe PMC (campo language),,elegible,31651936,European journal of cardio-thoracic surgery : official journal of the European Association for Cardio-thoracic Surgery,Treatment of chronic left ventricular assist device infection with local application of bacteriophages.
R4dfe961e12,209,eng,ficha de registro de ensayo: el registro publica en ingles,,elegible,,,Phage Safety Retrospective Cohort Study
Rcc006883b6,210,eng,ficha de registro de ensayo: el registro publica en ingles,,elegible,,,"A Study Investigating the Safety, Recovery, and Pharmacodynamics of Multiple Oral Administrations of SNIPR001 in Healthy"
R1db63ef613,211,eng,ficha de registro de ensayo: el registro publica en ingles,,elegible,,,BActeriophages To Treat Liver Disease Eliminating Harmful Bacteria (BATTLE)
R466bca70fe,212,eng,Europe PMC (campo language),,elegible,,Antibiotics,Local Treatment of Driveline Infection with Bacteriophages
Rf56ec00127,213,eng,ficha de registro de ensayo: el registro publica en ingles,,elegible,,,Mayo Clinic Phage Program Biobank
Rd218ea735a,214,eng,ficha de registro de ensayo: el registro publica en ingles,,elegible,,,Phage Safety Cohort Study
R74adbef4c7,215,eng,ficha de registro de ensayo: el registro publica en ingles,,elegible,,,Clinical Trial to Demonstrate the Safety and Efficacy of DUOFAG®
R5e5bac7d74,216,eng,ficha de registro de ensayo: el registro publica en ingles,,elegible,,,Treatment Chronic UTI Post Kidney Transplant
R5dd521bed2,217,eng,Cochrane CENTRAL indexa titulo y resumen en ingles,,elegible,,https://trialsearch.who.int/Trial2.aspx?TrialID=CTRI/2024/03/064013,Evaluate the effect of bacteriophage in pressure ulcers
R58c987406c,218,eng,ficha de registro de ensayo: el registro publica en ingles,,elegible,,,Biomarkers of Phage Treatment Response in NTM and Other Infections
R451bce0c4a,219,rus,Europe PMC (campo language),Khirurgiya. Zhurnal im. N.I. Pirogova: version inglesa integra en mediasphera.ru,elegible,37707331,Pirogov Russian Journal of Surgery,Bacteriophages in complex treatment of septic diseases of the hand; [Использование лекарственных препаратов бактериофаго
