estudio,clave,situacion,orden,record_id,tipo_informe,informe_para_extraer,informes_del_estudio,anio,revista,titulo
203,NCT00663091,solo-registro,6679,Rc08e36041c,ficha de registro,SI,1,2006,,"A Prospective, Randomized, Double-Blind Controlled Study of WPP-201 for the Safety and Efficacy of Treatment of Venous Leg Ulcers"
204,NCT00937274,solo-registro,6699,R9483d0060a,ficha de registro,SI,1,2009,,Antibacterial Treatment Against Diarrhea in Oral Rehydration Solution
205,T:beneficiosobtenidosconelempleodebacterifagoseneltratamientodeinfeccionescrnicas,extraible,4902,R9e51826497,articulo,SI,1,2017,Revista Cubana de Angiología y Cirugía Vascular,Beneficios obtenidos con el empleo de bacteriófagos en el tratamiento de infecciones crónicas
207,T:successfulbacteriophagetreatmentofinfectioninvolvingcardiacimplantableelectronic,extraible,8217,R65b56c8408,articulo,SI,1,2020,"Europace : European pacing, arrhythmias, and cardiac electrophysiology : journal of the working groups on cardiac pacing, arrhythmias, and cardiac cellular electrophysiology of the European Society of Cardiology",Successful bacteriophage treatment of infection involving cardiac implantable electronic device and aortic graft: a Trojan horse concept.
208,T:treatmentofchronicleftventricularassistdeviceinfectionwithlocalapplicationofbact,extraible,8256,R48f287c11f,articulo,SI,1,2020,European journal of cardio-thoracic surgery : official journal of the European Association for Cardio-thoracic Surgery,Treatment of chronic left ventricular assist device infection with local application of bacteriophages.
209,NCT04724603,solo-registro,8607,R4dfe961e12,ficha de registro,SI,1,2021,,Phage Safety Retrospective Cohort Study
210,NCT05277350,solo-registro,8781,Rcc006883b6,ficha de registro,SI,1,2022,,"A Study Investigating the Safety, Recovery, and Pharmacodynamics of Multiple Oral Administrations of SNIPR001 in Healthy Subjects"
211,NCT05618418,solo-registro,8830,R1db63ef613,ficha de registro,SI,1,2022,,BActeriophages To Treat Liver Disease Eliminating Harmful Bacteria (BATTLE)
212,T:localtreatmentofdrivelineinfectionwithbacteriophages,extraible,9024,R466bca70fe,articulo,SI,1,2022,Antibiotics,Local Treatment of Driveline Infection with Bacteriophages
213,NCT05314426,solo-registro,9030,Rf56ec00127,ficha de registro,SI,1,2022,,Mayo Clinic Phage Program Biobank
214,NCT04650607,solo-registro,9084,Rd218ea735a,ficha de registro,SI,1,2022,,Phage Safety Cohort Study
215,NCT06319235,solo-registro,9332,R74adbef4c7,ficha de registro,SI,1,2023,,Clinical Trial to Demonstrate the Safety and Efficacy of DUOFAG®
216,NCT05967130,solo-registro,9662,R5e5bac7d74,ficha de registro,SI,1,2023,,Treatment Chronic UTI Post Kidney Transplant
217,T:evaluatetheeffectofbacteriophageinpressureulcers,solo-registro,9871,R5dd521bed2,ficha de registro,SI,1,2024,https://trialsearch.who.int/Trial2.aspx?TrialID=CTRI/2024/03/064013,Evaluate the effect of bacteriophage in pressure ulcers
218,NCT07076238,solo-registro,10240,R58c987406c,ficha de registro,SI,1,2025,,Biomarkers of Phage Treatment Response in NTM and Other Infections
219,T:bacteriophagesincomplextreatmentofsepticdiseasesofthehand,extraible,11138,R451bce0c4a,articulo,SI,1,2023,Pirogov Russian Journal of Surgery,Bacteriophages in complex treatment of septic diseases of the hand; [Использование лекарственных препаратов бактериофагов в комплексном лечении гнойных заболеваний кисти]
